,PB119_E1_ACAGTG_L004_R1,PB217_G1_CAACTA_L002_R1,PB220_G1_CTTGTA_L005_R1,PNIBD01_E,PNIBD46_A_S22_L006_R1_001,PNIBD51_E,PNIBD52_E_S58_L007_R1_001
hsa-mir-3662,0,0,0,26.60904881,0,0,0
hsa-mir-3664-3p,0,0,0,0,0,0,0
hsa-mir-3664-3p_+_2,0,0,0,15.20517075,0,0,0
hsa-mir-3664-3p_+_3,0,0,0,0,0,0,0
hsa-mir-3664-5p_+_3,0,0,0,0,0,0,0
hsa-mir-3675-5p_+_1,0,0,0,0,0,0,0
hsa-mir-3676-5p,0,0,0,0,0,0,46.61763927
hsa-mir-3676-5p_+_4,0,0,0,0,0,0,0
hsa-mir-3676-5p_+_5,0,0,0,0,0,0,0
hsa-mir-3676-5p_+_6,0,0,0,0,0,0,0
hsa-mir-3676-5p_+_7,0,0,0,0,0,0,0
hsa-mir-3676-5p_+_8,0,0,0,0,0,0,0
hsa-mir-3677-3p,0,0,0,0,0,0,0
hsa-mir-3678-5p,0,0,0,0,0,0,0
hsa-mir-3679-5p,0,0,0,0,0,15.92273419,0
hsa-mir-3681-5p,0,0,0,0,0,0,0
hsa-mir-3684,0,0,0,0,0,0,0
hsa-mir-3684_-_2,0,0,0,0,0,0,0
hsa-mir-3687,0,0,0,0,0,19.10728103,0
hsa-mir-3687_-_1,0,0,0,0,0,22.29182786,0
hsa-mir-3687_-_2,0,0,0,0,0,0,0
hsa-mir-3687_-_3,0,0,0,0,0,0,0
hsa-mir-3687_-_4,0,0,0,0,0,0,0
hsa-mir-3687_-_5,0,0,0,0,0,0,0
hsa-mir-3687_-_8,0,0,0,0,0,0,0
hsa-mir-3687_+_1,0,44.84579617,0,0,0,0,0
hsa-mir-3687_+_2,0,0,0,0,0,0,0
hsa-mir-3687_+_3,0,0,0,0,0,0,0
hsa-mir-3687_+_4,0,0,0,0,0,0,0
hsa-mir-3687_+_5,0,0,0,0,0,0,0
hsa-mir-3687_+_7,0,0,0,0,0,0,0
hsa-mir-3687_+_8,0,0,0,0,0,0,0
hsa-mir-3688-1-3p,0,0,0,0,0,0,0
hsa-mir-3688-2-3p,0,0,0,0,0,0,0
hsa-mir-3689f_+_1,0,0,0,0,0,0,0
hsa-mir-369-3p,71.89198558,0,45.59739171,0,70.66208949,61.30252663,116.5440982
hsa-mir-369-3p_-_1,0,0,0,33.26131102,0,0,0
hsa-mir-369-3p_-_2,0,0,0,0,0,0,0
hsa-mir-369-3p_+_1,0,0,0,0,0,0,0
hsa-mir-369-5p,122.8154754,0,67.50782668,124.4923355,199.1386158,218.9375951,571.066081
hsa-mir-369-5p_+_2,0,0,0,0,0,0,0
hsa-mir-3690,0,0,0,0,0,0,0
hsa-mir-3691-5p,0,0,0,0,0,0,0
hsa-mir-3691-5p_-_1,0,0,0,0,0,0,0
hsa-mir-3691-5p_+_1,0,0,0,0,0,0,0
hsa-mir-3691-5p_+_5,0,0,0,0,0,0,0
hsa-mir-370,70.39423588,0,24.27913065,60.820683,54.6025237,151.2659748,808.0390806
hsa-mir-370_-_1,0,0,0,0,0,0,0
hsa-mir-370_+_1,0,0,0,0,0,32.64160509,0
hsa-mir-371b-5p,0,0,0,0,0,0,0
hsa-mir-371b-5p_-_1,0,0,0,0,0,0,0
hsa-mir-371b-5p_-_2,0,0,0,0,0,0,0
hsa-mir-372,0,0,0,0,0,0,0
hsa-mir-373-3p,0,0,0,0,0,0,0
hsa-mir-374a-3p,709.9333576,758.6413851,919.0539211,898.0553975,905.7595108,689.4543904,846.8871134
hsa-mir-374a-3p_-_1,0,0,0,17.10581709,0,0,0
hsa-mir-374a-3p_+_1,0,0,0,0,0,0,0
hsa-mir-374a-3p_+_2,0,0,0,0,0,0,0
hsa-mir-374a-3p_+_3,0,0,0,0,0,0,0
hsa-mir-374a-5p,651.5211193,549.361003,686.3295713,347.8182809,619.8992397,192.6650837,303.0146552
hsa-mir-374a-5p_-_1,0,0,0,0,0,0,0
hsa-mir-374a-5p_+_1,0,0,0,0,0,0,0
hsa-mir-374a-5p_+_2,0,0,0,0,0,0,0
hsa-mir-374a-5p_+_4,0,0,0,0,0,0,0
hsa-mir-374b-3p,25.46174489,59.79439489,63.36260925,13.30452441,0,84.3904912,0
hsa-mir-374b-3p_-_1,0,0,0,0,0,0,0
hsa-mir-374b-3p_-_2,0,0,0,0,0,0,0
hsa-mir-374b-3p_+_1,0,0,0,0,0,0,0
hsa-mir-374b-3p_+_2,0,0,0,0,0,0,0
hsa-mir-374b-5p,662.0053672,605.4182482,614.0843532,295.5505065,533.1775844,257.1521572,167.0465407
hsa-mir-374b-5p_-_1,0,0,0,0,0,0,0
hsa-mir-374b-5p_+_1,0,0,0,0,0,0,0
hsa-mir-374b-5p_+_3,0,0,0,0,0,0,0
hsa-mir-375,122816.9731,111064.3514,152867.9205,235448.2678,82822.39271,325950.3109,628782.6033
hsa-mir-375_-_1,1962.052106,1603.237213,2254.998281,3896.325005,1429.301356,4784.781624,11137.73098
hsa-mir-375_-_2,0,0,0,0,0,0,0
hsa-mir-375_+_1,2003.989098,2257.238407,2475.879152,2697.967485,1246.222306,4305.507325,8305.709396
hsa-mir-375_+_2,301.0476896,272.8119267,417.4826124,334.5137565,311.5555764,635.3170941,1825.857538
hsa-mir-375_+_3,311.5319375,205.5432324,533.5487003,219.5246527,324.403229,385.3301674,1266.445867
hsa-mir-375_+_4,35.94599279,0,36.12260901,11.40387806,0,50.1566127,112.6592949
hsa-mir-375_+_5,0,0,11.84347837,0,0,0,0
hsa-mir-375_+_6,0,0,8.290434856,0,0,0,0
hsa-mir-375_+_7,22.46624549,52.32009553,16.58086971,0,0,0,93.23527854
hsa-mir-375_+_8,0,0,8.290434856,0,0,0,0
hsa-mir-376a-1-3p,20.96849579,0,11.84347837,0,0,0,0
hsa-mir-376a-1-5p,70.39423588,0,47.96608738,0,167.0194843,0,431.2131632
hsa-mir-376a-1-5p_+_1,0,0,0,0,0,0,0
hsa-mir-376a-2-3p,20.96849579,0,11.84347837,0,0,0,0
hsa-mir-376b,0,0,14.21217404,0,0,0,0
hsa-mir-376b_+_1,0,0,0,0,0,0,0
hsa-mir-376c,86.86948257,41.10864648,94.155653,19.95678661,83.50974213,0,419.5587534
hsa-mir-376c_+_1,0,0,0,0,0,0,0
hsa-mir-377-3p,29.95499399,0,31.38521767,0,0,35.03001522,0
hsa-mir-377-3p_-_1,0,0,0,0,0,0,0
hsa-mir-377-3p_-_3,0,0,0,0,0,0,0
hsa-mir-377-3p_+_3,0,0,0,0,0,0,0
hsa-mir-377-5p,0,0,12.43565228,0,0,0,54.38724581
hsa-mir-378a-3p,36112.24301,41650.53319,35730.58988,21790.91033,33872.83617,20097.67509,106859.2836
hsa-mir-378a-3p_-_1,47.92799039,74.74299361,49.15043522,58.92003666,105.9931342,30.25319496,167.0465407
hsa-mir-378a-3p_-_2,0,0,0,0,0,0,0
hsa-mir-378a-3p_-_3,0,0,0,0,0,0,0
hsa-mir-378a-3p_-_4,0,0,0,0,0,0,0
hsa-mir-378a-3p_-_5,0,0,0,0,0,0,0
hsa-mir-378a-3p_-_6,0,0,0,0,0,0,0
hsa-mir-378a-3p_+_1,1051.420289,1450.014076,1106.773053,774.5133851,1551.354056,921.1301728,4514.141402
hsa-mir-378a-3p_+_2,25.46174489,0,12.43565228,17.10581709,0,11.94205064,0
hsa-mir-378a-3p_+_3,0,0,0,0,0,0,0
hsa-mir-378a-3p_+_4,0,0,0,0,0,0,0
hsa-mir-378a-3p_+_5,0,44.84579617,11.84347837,0,0,0,0
hsa-mir-378a-3p_+_6,0,0,0,0,0,0,0
hsa-mir-378a-5p,286.0701926,384.9264171,267.6626111,53.21809763,362.9461869,57.32184308,792.4998676
hsa-mir-378a-5p_-_1,0,0,0,0,0,0,0
hsa-mir-378a-5p_+_1,0,74.74299361,33.75391334,0,41.75487107,0,0
hsa-mir-378a-5p_+_2,0,0,0,0,0,0,0
hsa-mir-378a-5p_+_3,0,0,0,0,0,0,0
hsa-mir-378b,0,0,7.698260937,0,0,0,0
hsa-mir-378c,522.7146451,796.0128819,538.2860917,310.7556772,488.2108001,429.1176864,2156.065816
hsa-mir-378c_-_1,0,0,0,0,0,0,0
hsa-mir-378c_-_2,0,0,0,0,0,0,0
hsa-mir-378c_+_1,0,0,7.698260937,0,0,0,0
hsa-mir-378d-1,47.92799039,82.21729297,75.79826154,57.96971349,61.02635002,65.28321017,248.6274094
hsa-mir-378d-2,80.87848378,179.3831847,93.56347908,71.27423789,89.93356845,90.75958488,357.4019011
hsa-mir-378e,0,0,0,0,0,0,0
hsa-mir-378f,0,0,0,9.503231719,0,0,0
hsa-mir-378g,0,0,10.06695661,0,0,10.34977722,0
hsa-mir-378i,200.6984597,231.7032802,210.8139149,0,218.4100948,107.4784558,0
hsa-mir-378i_-_1,0,0,0,0,0,0,0
hsa-mir-378i_+_1,0,0,8.290434856,0,0,0,0
hsa-mir-379-3p,0,0,8.290434856,25.65872564,0,0,0
hsa-mir-379-5p,0,0,13.0278262,0,0,0,0
hsa-mir-379-5p_-_1,0,0,0,0,0,0,0
hsa-mir-379-5p_+_1,0,0,0,0,0,0,0
hsa-mir-380-3p,0,0,9.474782692,0,0,0,0
hsa-mir-381,1427.355464,713.795589,1347.195664,1013.044501,1011.752645,1077.969105,951.7768017
hsa-mir-381_-_1,28.45724429,0,36.71478293,61.77100617,48.17869738,78.02139753,0
hsa-mir-381_-_2,0,0,0,0,0,0,0
hsa-mir-381_+_1,0,0,7.698260937,0,0,22.29182786,0
hsa-mir-381_+_2,0,0,0,0,0,0,0
hsa-mir-381_+_3,0,0,0,0,0,0,0
hsa-mir-382-3p,16.47524669,0,10.65913053,13.30452441,0,0,0
hsa-mir-382-3p_-_2,0,0,0,0,0,0,0
hsa-mir-382-3p_+_1,0,0,0,0,0,0,0
hsa-mir-382-5p,17.97299639,0,14.21217404,0,0,0,170.931344
hsa-mir-382-5p_+_1,0,0,0,0,0,0,0
hsa-mir-382-5p_+_2,0,0,7.106087019,0,0,0,0
hsa-mir-383,0,0,0,0,0,0,0
hsa-mir-3909,16.47524669,48.58294585,27.24000024,35.16195736,0,95.53640513,0
hsa-mir-3909_-_1,0,0,0,0,0,0,0
hsa-mir-3909_+_2,0,0,0,0,0,0,0
hsa-mir-3912,35.94599279,0,17.17304363,0,0,0,0
hsa-mir-3912_-_2,0,0,0,0,0,0,0
hsa-mir-3912_-_4,0,0,0,0,0,0,0
hsa-mir-3912_+_1,0,0,0,0,0,0,0
hsa-mir-3912_+_2,0,0,0,0,0,0,0
hsa-mir-3912_+_3,0,0,0,0,0,0,0
hsa-mir-3913-1-5p,0,0,0,0,0,11.14591393,0
hsa-mir-3913-1-5p_+_1,0,0,0,0,0,0,0
hsa-mir-3913-2-5p,0,0,0,0,0,11.14591393,0
hsa-mir-3913-2-5p_+_1,0,0,0,0,0,0,0
hsa-mir-3916_+_6,0,0,0,0,0,0,0
hsa-mir-3916_+_8,0,0,0,0,0,0,0
hsa-mir-3917_-_5,0,0,0,0,0,0,0
hsa-mir-3917_+_3,0,0,0,0,0,0,0
hsa-mir-3918,0,0,0,0,0,0,0
hsa-mir-3921,0,0,0,0,0,33.4377418,0
hsa-mir-3928,0,0,0,0,0,0,73.81126217
hsa-mir-3928_+_1,0,0,0,0,0,0,0
hsa-mir-3928_+_2,0,0,0,0,0,0,0
hsa-mir-3928_+_4,0,0,0,0,0,0,0
hsa-mir-3934,0,0,0,0,0,0,0
hsa-mir-3936,0,0,0,0,0,0,0
hsa-mir-3937,0,0,0,0,0,0,0
hsa-mir-3939,0,0,0,0,0,0,0
hsa-mir-3940-3p,0,0,0,0,0,0,0
hsa-mir-3940-5p,0,0,0,0,0,0,0
hsa-mir-3941,0,0,0,0,0,0,0
hsa-mir-3942-3p,0,0,0,11.40387806,0,0,0
hsa-mir-3942-5p,0,0,0,0,0,0,0
hsa-mir-3942-5p_+_1,0,0,0,0,0,0,0
hsa-mir-3944-3p,0,0,0,0,0,0,0
hsa-mir-3944-5p,0,0,0,0,0,0,0
hsa-mir-409-3p,790.8118414,153.2231369,336.3547856,468.5093238,536.3894975,1263.468958,6021.445072
hsa-mir-409-3p_-_1,404.3924189,149.4859872,182.3895668,487.5157872,327.6151422,609.0445827,3150.575454
hsa-mir-409-3p_-_2,0,0,0,0,0,0,0
hsa-mir-409-3p_+_1,106.3402287,0,40.86000036,49.41680494,35.33104475,108.2745925,660.4165563
hsa-mir-409-3p_+_2,0,0,0,0,0,0,0
hsa-mir-409-3p_+_3,0,0,0,0,0,0,0
hsa-mir-409-3p_+_4,0,0,0,0,0,0,0
hsa-mir-409-3p_+_5,0,0,0,0,0,0,0
hsa-mir-409-5p,0,0,0,0,0,29.45705825,0
hsa-mir-410,371.4419255,104.6401911,273.5843502,261.3388723,372.5819264,507.9352206,516.6788352
hsa-mir-410_-_1,0,0,0,0,0,0,0
hsa-mir-410_+_2,0,0,0,0,0,0,0
hsa-mir-411-3p,0,0,12.43565228,0,0,0,0
hsa-mir-411-5p,1385.418472,553.0981527,1147.04088,1375.11763,860.7927266,2143.200022,353.5170978
hsa-mir-411-5p_-_1,1100.846029,568.0467514,1001.366096,1400.776355,886.4880318,2129.665698,470.061196
hsa-mir-411-5p_-_2,0,0,0,0,0,0,0
hsa-mir-411-5p_-_5,0,0,0,0,0,0,0
hsa-mir-411-5p_+_1,0,0,8.882608774,0,0,29.45705825,0
hsa-mir-411-5p_+_2,0,0,0,0,0,0,0
hsa-mir-411-5p_+_3,0,0,7.106087019,0,0,0,0
hsa-mir-421,697.95136,482.0923088,583.2913095,576.8461654,565.296716,430.7099598,128.198508
hsa-mir-421_-_1,0,0,0,0,0,0,0
hsa-mir-421_+_1,0,0,23.09478281,0,0,23.88410128,0
hsa-mir-421_+_2,0,0,0,0,0,0,0
hsa-mir-421_+_3,0,0,0,0,0,0,0
hsa-mir-421_+_4,0,0,10.65913053,0,0,25.4763747,0
hsa-mir-422a,0,0,0,0,0,0,0
hsa-mir-423-3p,9524.190339,11211.44904,9519.78791,13215.19403,5505.219154,15024.69198,14389.31132
hsa-mir-423-3p_-_1,1428.853213,1517.28277,1306.335664,1971.920582,1018.176471,2160.715029,3682.793502
hsa-mir-423-3p_-_2,0,0,6.513913101,0,0,0,42.732836
hsa-mir-423-3p_-_4,0,0,0,0,0,0,0
hsa-mir-423-3p_-_7,0,0,0,0,0,0,0
hsa-mir-423-3p_+_1,53.91898918,85.95444265,63.95478317,74.12520741,0,63.69093676,93.23527854
hsa-mir-423-3p_+_2,0,0,14.21217404,17.10581709,0,0,58.27204909
hsa-mir-423-3p_+_3,0,0,13.0278262,0,0,0,0
hsa-mir-423-3p_+_5,0,0,0,0,0,0,0
hsa-mir-423-5p,9268.075141,10576.1336,11579.3688,32800.40428,10750.27334,56583.02821,17889.51907
hsa-mir-423-5p_-_1,0,0,0,37.0626037,0,74.83685069,0
hsa-mir-423-5p_-_2,0,0,0,0,0,28.66092154,0
hsa-mir-423-5p_+_1,34.44824309,0,36.12260901,44.66518908,0,79.61367094,0
hsa-mir-423-5p_+_2,41.93699159,0,19.5417393,159.6542929,0,70.06003043,66.04165563
hsa-mir-423-5p_+_3,0,0,15.98869579,0,0,0,0
hsa-mir-423-5p_+_4,0,0,8.290434856,0,0,0,0
hsa-mir-423-5p_+_5,0,0,10.65913053,0,0,0,42.732836
hsa-mir-423-5p_+_6,16.47524669,0,9.474782692,0,0,30.25319496,0
hsa-mir-423-5p_+_7,0,0,0,15.20517075,0,0,0
hsa-mir-423-5p_+_8,0,0,0,0,0,0,0
hsa-mir-424-3p,70.39423588,119.5887898,47.37391346,96.93296354,51.39061054,234.0641926,0
hsa-mir-424-3p_+_1,0,0,0,0,0,0,0
hsa-mir-424-3p_+_2,0,0,0,0,0,0,0
hsa-mir-424-5p,298.0521902,250.3890286,211.9982627,89.33037816,240.8934869,73.24457727,128.198508
hsa-mir-424-5p_+_1,0,0,0,0,0,0,0
hsa-mir-424-5p_+_3,0,0,9.474782692,0,51.39061054,0,0
hsa-mir-425-3p,65.90098678,0,21.91043498,56.06906714,89.93356845,32.64160509,303.0146552
hsa-mir-425-3p_-_1,238.1422022,160.6974363,104.2226096,55.11874397,144.5360921,97.12867855,0
hsa-mir-425-3p_-_2,35.94599279,0,7.698260937,0,0,14.33046077,42.732836
hsa-mir-425-3p_+_1,0,0,6.513913101,0,0,0,0
hsa-mir-425-3p_+_4,0,0,0,0,0,0,0
hsa-mir-425-3p_+_5,0,0,0,0,0,16.7188709,0
hsa-mir-425-3p_+_6,0,0,0,0,0,0,0
hsa-mir-425-5p,4286.55964,3068.199888,3046.142636,886.6515194,2704.43088,973.6751957,2272.609914
hsa-mir-425-5p_-_1,0,0,0,0,0,0,0
hsa-mir-425-5p_+_1,188.7164621,201.8060827,166.400871,85.52908547,115.6288737,0,81.58086872
hsa-mir-425-5p_+_2,0,0,11.25130445,0,0,0,0
hsa-mir-425-5p_+_3,0,0,0,0,0,0,0
hsa-mir-425-5p_+_4,0,0,0,0,0,0,0
hsa-mir-425-5p_+_5,0,0,0,0,0,0,0
hsa-mir-425-5p_+_6,0,0,0,0,0,0,0
hsa-mir-429,7292.543287,15669.86861,6757.888755,8423.664596,8145.411771,8103.079429,10127.68213
hsa-mir-429_-_1,241.1377016,358.7663693,136.7921751,114.9891038,176.6552237,265.909661,264.1666225
hsa-mir-429_-_2,59.90998798,59.79439489,46.18956562,12.35420123,0,23.08796457,124.3137047
hsa-mir-429_-_6,0,0,0,0,0,0,0
hsa-mir-429_+_1,23.96399519,48.58294585,22.50260889,42.76454274,0,31.84546838,0
hsa-mir-429_+_2,0,0,7.698260937,19.95678661,0,0,0
hsa-mir-429_+_3,0,0,0,0,0,23.08796457,0
hsa-mir-429_+_4,0,0,6.513913101,0,0,0,0
hsa-mir-429_+_5,0,0,0,0,0,0,0
hsa-mir-429_+_6,0,0,0,0,0,0,0
hsa-mir-431-3p,0,0,0,0,0,0,0
hsa-mir-431-3p_-_2,0,0,0,0,0,31.04933167,0
hsa-mir-431-3p_-_3,0,0,6.513913101,0,0,0,0
hsa-mir-431-3p_-_4,0,0,0,0,0,0,0
hsa-mir-431-5p,68.89648618,0,13.0278262,0,51.39061054,0,0
hsa-mir-432-5p,223.1647052,74.74299361,113.6973923,153.9523539,266.5887922,169.5771191,299.129852
hsa-mir-432-5p_-_1,0,0,0,0,0,0,0
hsa-mir-432-5p_+_2,0,0,0,0,0,0,0
hsa-mir-432-5p_+_5,0,0,0,0,0,0,0
hsa-mir-4326,19.47074609,0,20.72608714,0,0,0,0
hsa-mir-433,20.96849579,0,10.65913053,38.01292688,0,0,0
hsa-mir-433_-_1,0,0,0,0,0,0,0
hsa-mir-433_+_1,0,0,0,0,0,0,0
hsa-mir-4420,0,0,0,0,0,0,0
hsa-mir-4422,0,0,0,0,0,0,0
hsa-mir-4422_-_1,0,0,0,0,0,0,0
hsa-mir-4424,0,0,7.106087019,0,0,0,0
hsa-mir-4427,0,0,0,0,0,0,0
hsa-mir-4433-5p,0,0,0,0,0,0,0
hsa-mir-4434,0,0,0,0,0,0,0
hsa-mir-4442,0,0,0,0,0,0,0
hsa-mir-4443,0,0,0,0,0,0,0
hsa-mir-4443_+_1,0,0,0,0,0,0,0
hsa-mir-4444-1_-_3,0,0,0,0,0,0,0
hsa-mir-4444-1_-_8,0,0,0,0,0,0,0
hsa-mir-4444-2_-_3,0,0,0,0,0,0,0
hsa-mir-4444-2_-_8,0,0,0,0,0,0,0
hsa-mir-4446-3p,0,0,0,20.90710978,0,78.02139753,0
hsa-mir-4446-3p_+_1,0,0,0,0,0,0,0
hsa-mir-4448,0,0,0,0,0,0,0
hsa-mir-4449,0,0,0,0,0,0,0
hsa-mir-4449_-_1,0,0,0,0,0,0,0
hsa-mir-4449_-_2,0,0,0,0,0,0,0
hsa-mir-4449_-_4,0,0,0,0,0,0,0
hsa-mir-4449_-_5,0,0,0,0,0,0,0
hsa-mir-4449_-_7,0,0,0,0,0,0,0
hsa-mir-4449_-_8,0,0,0,0,0,0,0
hsa-mir-4449_+_1,0,0,0,0,0,0,0
hsa-mir-4449_+_2,19.47074609,0,10.65913053,39.91357322,0,0,0
hsa-mir-4449_+_3,0,0,15.98869579,0,0,0,0
hsa-mir-4449_+_4,26.95949459,44.84579617,24.27913065,0,0,0,0
hsa-mir-4449_+_5,34.44824309,0,19.5417393,14.25484758,0,0,46.61763927
hsa-mir-4449_+_6,0,0,0,0,0,0,0
hsa-mir-4449_+_7,0,0,0,0,0,0,0
hsa-mir-4449_+_8,0,0,0,0,0,0,0
hsa-mir-4454,25.46174489,0,17.17304363,0,0,0,0
hsa-mir-4454_-_1,22.46624549,41.10864648,35.5304351,0,0,0,0
hsa-mir-4454_+_1,49.42574008,183.1203343,222.0652193,0,0,47.76820257,0
hsa-mir-4454_+_3,0,0,0,0,0,0,0
hsa-mir-4458,0,0,0,0,0,0,0
hsa-mir-4461,0,0,0,0,0,11.94205064,0
hsa-mir-4464_+_4,0,0,0,0,0,0,0
hsa-mir-4464_+_5,0,0,0,0,0,0,0
hsa-mir-4466,0,0,0,0,0,0,0
hsa-mir-4467,0,0,0,0,0,0,0
hsa-mir-4473,0,0,0,0,0,0,0
hsa-mir-4473_-_3,0,0,0,0,0,0,0
hsa-mir-4473_+_1,0,0,0,0,0,0,0
hsa-mir-4474-3p,0,0,0,0,0,35.03001522,0
hsa-mir-4477b_-_1,0,0,0,0,0,0,0
hsa-mir-4478,0,0,0,0,0,0,0
hsa-mir-4479,0,0,0,0,0,0,0
hsa-mir-4482-1-3p,0,0,0,0,0,0,0
hsa-mir-4485,0,0,0,0,0,0,0
hsa-mir-4485_-_1,0,0,0,0,0,0,0
hsa-mir-4485_-_2,0,0,0,0,0,0,0
hsa-mir-4485_-_3,0,0,0,0,0,0,0
hsa-mir-4485_+_1,0,0,0,0,0,0,0
hsa-mir-4485_+_2,0,0,0,0,0,0,0
hsa-mir-4485_+_6,0,0,0,0,0,0,0
hsa-mir-4487_-_2,0,0,0,0,0,0,0
hsa-mir-4488,0,0,0,0,0,0,0
hsa-mir-4488_-_2,0,0,0,0,0,0,0
hsa-mir-4492,22.46624549,0,0,30.4103415,0,196.6457672,73.81126217
hsa-mir-4492_-_1,0,0,0,17.10581709,0,9.553640513,0
hsa-mir-4492_+_1,0,0,0,0,0,0,0
hsa-mir-4492_+_3,0,0,0,0,0,0,0
hsa-mir-4496,0,0,0,0,0,0,0
hsa-mir-4497,0,0,0,0,0,0,0
hsa-mir-4497_-_1,0,0,0,0,0,0,42.732836
hsa-mir-4497_+_1,0,0,0,0,0,0,0
hsa-mir-449a,0,0,0,0,0,0,0
hsa-mir-449a_+_3,0,0,0,0,0,0,0
hsa-mir-449b-5p,0,0,0,0,0,0,0
hsa-mir-449b-5p_+_2,0,0,0,0,0,0,0
hsa-mir-449c-5p,0,0,0,0,0,0,0
hsa-mir-449c-5p_+_1,0,0,0,0,0,0,0
hsa-mir-4504,0,0,0,0,0,0,0
hsa-mir-4505_-_7,0,0,0,0,0,0,0
hsa-mir-4508,0,0,0,0,0,0,0
hsa-mir-4508_-_1,0,67.26869425,0,0,0,0,0
hsa-mir-4508_-_2,0,0,0,0,0,0,0
hsa-mir-4508_+_1,0,0,0,0,0,11.14591393,0
hsa-mir-4508_+_2,0,0,0,0,0,0,0
hsa-mir-450a-1-5p,53.91898918,0,37.89913077,16.15549392,89.93356845,97.12867855,236.9729996
hsa-mir-450a-2-3p,0,0,0,0,0,0,0
hsa-mir-450a-2-3p_-_1,0,0,0,0,0,0,0
hsa-mir-450a-2-3p_+_1,0,0,0,0,0,0,0
hsa-mir-450a-2-5p,53.91898918,0,37.89913077,16.15549392,89.93356845,97.12867855,236.9729996
hsa-mir-450b-5p,124.3132251,108.3773407,119.0269576,188.163988,330.8270554,370.2035699,303.0146552
hsa-mir-450b-5p_+_1,0,0,0,0,0,0,0
hsa-mir-450b-5p_+_2,0,0,0,0,0,0,0
hsa-mir-4511,0,0,0,20.90710978,0,0,0
hsa-mir-4511_-_1,0,0,0,0,0,0,0
hsa-mir-4511_+_1,0,0,0,0,0,0,0
hsa-mir-4512,0,0,0,0,0,0,0
hsa-mir-4515,0,0,0,0,0,0,0
hsa-mir-4516,38.94149219,74.74299361,15.39652187,38.01292688,77.08591581,212.5685014,388.4803272
hsa-mir-4516_-_1,0,0,0,0,0,0,46.61763927
hsa-mir-4516_-_2,0,0,0,0,0,0,54.38724581
hsa-mir-4516_-_3,0,44.84579617,0,0,0,44.58365573,0
hsa-mir-4516_+_1,17.97299639,100.9030414,11.84347837,0,54.6025237,83.59435449,306.8994585
hsa-mir-4516_+_2,28.45724429,85.95444265,13.0278262,0,0,100.3132254,58.27204909
hsa-mir-4516_+_3,0,59.79439489,7.106087019,0,0,0,46.61763927
hsa-mir-4517,0,0,0,0,0,0,0
hsa-mir-4517_-_1,0,0,0,0,0,0,0
hsa-mir-4518_+_1,0,0,0,0,0,0,0
hsa-mir-4519_-_4,0,0,0,0,0,0,0
hsa-mir-451a,1398.898219,4107.127499,5450.960918,932.2670317,1496.751532,1818.376244,1818.087931
hsa-mir-451a_-_1,0,0,0,0,0,0,0
hsa-mir-451a_+_1,0,0,20.72608714,0,0,44.58365573,0
hsa-mir-451a_+_2,0,0,0,0,0,0,0
hsa-mir-451a_+_3,0,0,0,0,0,0,0
hsa-mir-451a_+_4,0,0,0,0,0,0,0
hsa-mir-451a_+_5,0,0,0,0,0,0,0
hsa-mir-451a_+_7,0,0,0,0,0,0,0
hsa-mir-452-3p_-_5,34.44824309,82.21729297,75.79826154,30.4103415,0,0,0
hsa-mir-452-3p_-_6,0,0,0,0,0,0,0
hsa-mir-452-5p,101.8469796,108.3773407,107.7756531,84.5787623,80.29782897,46.97206586,291.3602454
hsa-mir-452-5p_+_1,0,0,0,0,0,0,0
hsa-mir-452-5p_+_2,0,0,0,0,0,0,0
hsa-mir-452-5p_+_3,92.86048137,112.1144904,115.4739141,90.28070133,128.4765264,104.2939089,174.8161473
hsa-mir-452-5p_+_4,0,0,0,14.25484758,0,0,0
hsa-mir-452-5p_+_5,0,0,0,0,0,0,0
hsa-mir-4520a-3p,0,0,0,0,0,0,0
hsa-mir-4520b-3p,0,0,0,0,0,0,0
hsa-mir-4520b-3p_+_1,0,0,0,0,0,0,0
hsa-mir-4521,0,0,15.39652187,0,0,0,0
hsa-mir-4521_+_1,0,0,0,0,0,0,0
hsa-mir-4521_+_2,0,0,0,0,0,0,0
hsa-mir-4521_+_3,0,0,0,0,0,0,0
hsa-mir-4521_+_4,0,0,0,0,0,0,0
hsa-mir-4521_+_7,0,0,0,0,0,0,0
hsa-mir-4524a-3p,0,0,0,0,0,0,0
hsa-mir-4524a-5p_+_2,0,0,0,0,0,0,0
hsa-mir-4525,0,0,0,0,0,0,0
hsa-mir-4532,0,0,11.84347837,66.52262203,0,0,295.2450487
hsa-mir-4532_-_1,0,153.2231369,21.31826106,0,0,0,217.5489833
hsa-mir-4532_+_1,0,0,0,0,0,0,0
hsa-mir-4532_+_2,0,0,0,0,0,0,0
hsa-mir-4532_+_3,0,0,0,0,0,0,62.15685236
hsa-mir-454-3p,564.6516367,665.2126431,461.3034823,278.4446894,751.5876792,122.6050533,190.3553603
hsa-mir-454-3p_+_1,0,0,12.43565228,16.15549392,0,0,0
hsa-mir-454-3p_+_2,0,0,0,0,0,0,0
hsa-mir-454-3p_+_6,0,0,0,0,0,0,0
hsa-mir-454-5p,47.92799039,0,35.5304351,69.37359155,0,0,77.69606545
hsa-mir-454-5p_-_1,0,0,0,0,0,0,0
hsa-mir-455-3p,53.91898918,0,24.87130457,10.45355489,38.54295791,0,0
